order_id,order_time,store,customer_id,courier_id,courier_type,weather,basket_size,basket_value_toman,distance_km,prep_minutes,actual_route_km,rating,tip_toman,delivery_minutes
510657,2025-10-24 18:41:00,Saadatabad,U00995,C0165,bicycle,clear,2,278000,0.3,4.3,0.37,5.0,0,14.3
507041,2025-10-24 18:53:00,Vakilabad,U01911,C0110,bicycle,clear,4,1194000,2.91,7.7,5.21,3.0,18000,41.0
510000,2025-10-24 19:31:00,Gohardasht,U02439,C0132,motorcycle,,6,1219000,4.39,7.6,5.57,3.0,0,29.2
511317,2025-10-24 19:41:00,Saadatabad,U00033,C0150,motorcycle,clear,6,628000,4.49,8.0,5.96,2.0,0,48.2
500179,2025-10-24 19:45:00,Saadatabad,U01384,C0045,motorcycle,clear,5,374000,2.03,6.3,2.03,4.0,13000,15.8
511295,2025-10-24 20:07:00,Saadatabad,U00826,C0141,motorcycle,rain,2,494000,0.69,4.4,0.69,4.0,0,9.6
507853,2025-10-24 20:20:00,Saadatabad,U01450,C0165,bicycle,,5,734000,1.89,7.2,4.62,3.0,0,29.9
501251,2025-10-24 20:20:00,Punak,U01609,C0168,motorcycle,rain,4,625000,1.4,6.8,2.18,4.0,0,23.0
503229,2025-10-24 20:38:00,Punak,U01737,C0130,motorcycle,,4,532000,0.5,6.6,0.8,4.0,0,21.8
508946,2025-10-24 21:03:00,Gohardasht,U01513,C0077,motorcycle,clear,3,353000,3.18,5.2,4.86,2.0,0,35.3
511197,2025-10-24 21:04:00,Saadatabad,U02593,C0096,motorcycle,clear,3,444000,5.73,4.6,5.73,3.0,0,22.1
507257,2025-10-24 22:10:00,Punak,U02350,C0085,motorcycle,clear,2,306000,2.52,7.6,3.19,4.0,20000,23.3
503721,2025-10-24 22:49:00,Vakilabad,U02873,C0098,motorcycle,clear,4,397000,0.35,7.0,0.4,4.0,10000,17.1
501502,2025-10-24 23:00:00,Vakilabad,U01846,C0114,bicycle,clear,4,284000,2.56,6.6,3.42,3.0,57000,28.9
502506,2025-10-25 11:31:00,Vakilabad,U01872,C0080,motorcycle,clear,6,628000,1.52,7.5,1.8,4.0,41000,10.5
506406,2025-10-25 11:31:00,Saadatabad,U00026,C0012,motorcycle,clear,4,429000,2.75,6.9,3.73,5.0,31000,17.9
503443,2025-10-25 12:05:00,Saadatabad,U02573,C0005,motorcycle,clear,5,494000,0.81,6.7,1.47,4.0,0,11.1
511571,2025-10-25 12:07:00,Vakilabad,U00252,C0016,motorcycle,,2,210000,1.14,4.5,1.14,5.0,0,11.2
500250,2025-10-25 12:17:00,Saadatabad,U00628,C0082,bicycle,rain,3,423000,4.12,4.6,4.72,4.0,0,29.4
503448,2025-10-25 12:27:00,Saadatabad,U00694,C0199,motorcycle,clear,4,1161000,2.56,6.4,3.1,4.0,20000,17.2
503903,2025-10-25 12:30:00,Saadatabad,U01057,C0117,motorcycle,rain,4,622000,2.12,6.3,3.44,4.0,30000,14.2
508655,2025-10-25 12:41:00,Vakilabad,U00251,C0186,motorcycle,clear,5,1240000,1.78,6.5,2.32,4.0,0,24.9
502874,2025-10-25 13:00:00,Gohardasht,U02007,C0184,bicycle,clear,2,223000,2.8,6.0,2.8,4.0,0,23.3
507539,2025-10-25 13:07:00,Vakilabad,U02330,C0125,motorcycle,snow,2,957000,1.46,5.3,1.46,3.0,44000,26.5
500291,2025-10-25 13:12:00,Saadatabad,U01633,C0078,motorcycle,clear,4,564000,1.59,6.0,1.77,4.0,0,12.8
508327,2025-10-25 13:19:00,Saadatabad,U02544,C0167,bicycle,clear,4,353000,1.46,10.1,2.42,5.0,53000,11.1
510104,2025-10-25 13:29:00,Saadatabad,U01689,C0013,bicycle,clear,2,155000,3.94,5.5,4.28,4.0,13000,26.5
502457,2025-10-25 13:37:00,Punak,U01020,C0012,motorcycle,clear,8,902000,1.87,9.3,2.43,3.0,0,20.3
509878,2025-10-25 14:03:00,Vakilabad,U00588,C0127,motorcycle,clear,6,852000,1.06,9.3,1.35,4.0,75000,16.3
504423,2025-10-25 14:05:00,Gohardasht,U02147,C0127,motorcycle,rain,5,675000,3.56,6.8,5.75,2.0,0,38.4
501323,2025-10-25 14:16:00,Vakilabad,U00414,C0168,motorcycle,rain,5,841000,1.16,6.8,1.16,4.0,41000,18.0
502504,2025-10-25 14:20:00,Vakilabad,U01730,C0173,motorcycle,rain,3,414000,1.29,5.0,1.5,3.0,0,19.5
502749,2025-10-25 17:36:00,Vakilabad,U02638,C0106,motorcycle,rain,5,320000,1.25,8.0,2.23,3.0,0,21.4
508432,2025-10-25 17:52:00,Saadatabad,U01108,C0053,motorcycle,clear,6,1037000,3.38,9.1,5.27,2.0,0,33.8
502326,2025-10-25 18:04:00,Saadatabad,U00631,C0126,bicycle,snow,6,507000,1.52,7.3,1.86,4.0,0,24.2
509398,2025-10-25 19:06:00,Saadatabad,U00323,C0005,motorcycle,clear,1,169000,3.18,3.6,3.88,4.0,113000,20.0
510265,2025-10-25 19:07:00,Vakilabad,U00623,C0091,bicycle,clear,2,129000,1.75,6.1,1.75,3.0,0,22.6
511122,2025-10-25 19:21:00,Saadatabad,U00427,C0166,motorcycle,clear,2,268000,3.08,3.9,3.58,3.0,0,25.5
507349,2025-10-25 19:29:00,Saadatabad,U02231,C0130,motorcycle,clear,4,390000,4.04,5.6,7.52,3.0,0,37.7
507965,2025-10-25 19:34:00,Gohardasht,U02743,C0170,motorcycle,clear,7,804000,2.49,8.2,4.9,3.0,85000,31.3
500542,2025-10-25 19:55:00,Punak,U00042,C0080,motorcycle,clear,4,283000,2.3,6.8,4.91,3.0,0,23.4
502563,2025-10-25 19:56:00,Vakilabad,U00816,C0078,motorcycle,clear,5,480000,3.01,6.8,5.13,3.0,0,28.4
501640,2025-10-25 19:58:00,Vakilabad,U01550,C0179,bicycle,clear,5,682000,4.29,6.5,8.18,2.0,24000,40.5
500424,2025-10-25 19:58:00,Vakilabad,U00755,C0129,motorcycle,,4,263000,4.98,5.9,4.98,3.0,0,36.3
500781,2025-10-25 20:00:00,Punak,U02242,C0016,motorcycle,clear,4,301000,2.43,7.7,3.83,4.0,0,21.8
508989,2025-10-25 20:14:00,Vakilabad,U00747,C0134,motorcycle,clear,2,170000,2.48,4.3,4.88,3.0,37000,26.7
502886,2025-10-25 20:22:00,Saadatabad,U01779,C0160,motorcycle,clear,4,549000,3.11,7.9,3.22,5.0,0,18.5
500058,2025-10-25 20:24:00,Gohardasht,U01562,C0146,motorcycle,clear,3,310000,0.9,5.1,2.7,4.0,56000,18.6
504823,2025-10-25 20:24:00,Vakilabad,U02990,C0013,bicycle,clear,4,1037000,1.37,5.6,2.52,4.0,15000,23.0
500240,2025-10-25 20:33:00,Saadatabad,U01140,C0122,motorcycle,clear,5,908000,1.06,6.5,1.36,4.0,0,13.1
506014,2025-10-25 20:41:00,Saadatabad,U01004,C0039,motorcycle,clear,2,343000,1.76,4.4,2.25,4.0,31000,13.3
510564,2025-10-25 21:03:00,Punak,U02580,C0146,motorcycle,clear,6,753000,0.98,9.6,1.32,5.0,0,11.7
507796,2025-10-25 21:12:00,Vakilabad,U00233,C0001,bicycle,clear,3,371000,3.02,6.2,3.49,3.0,0,34.5
500524,2025-10-25 21:23:00,Saadatabad,U02515,C0177,motorcycle,clear,7,851000,4.56,8.1,8.92,2.0,23000,40.0
500195,2025-10-25 21:23:00,Punak,U02780,C0085,motorcycle,clear,7,664000,2.02,10.4,2.02,4.0,0,19.0
501194,2025-10-25 21:28:00,Saadatabad,U01577,C0075,bicycle,clear,4,495000,1.91,8.5,2.59,4.0,0,25.5
511991,2025-10-25 21:48:00,Gohardasht,U00536,C0191,motorcycle,rain,5,435000,3.48,6.6,4.12,3.0,0,28.5
500508,2025-10-26 10:56:00,Saadatabad,U01097,C0039,motorcycle,,3,184000,0.51,7.9,0.51,5.0,10000,5.0
505696,2025-10-26 12:21:00,Vakilabad,U01438,C0032,motorcycle,clear,4,817000,0.34,5.9,0.39,4.0,40000,9.6
504740,2025-10-26 12:55:00,Saadatabad,U00737,C0013,bicycle,clear,5,366000,1.92,6.5,2.3,4.0,70000,20.6
503000,2025-10-26 13:11:00,Vakilabad,U00082,C0050,motorcycle,clear,4,615000,2.33,6.7,2.88,4.0,0,23.5
506212,2025-10-26 13:15:00,Saadatabad,U00458,C0164,motorcycle,clear,3,452000,2.9,5.5,5.18,3.0,0,28.0
505660,2025-10-26 13:26:00,Vakilabad,U00444,C0086,motorcycle,rain,2,281000,2.12,5.5,3.99,4.0,0,22.8
502115,2025-10-26 13:35:00,Saadatabad,U02688,C0103,bicycle,clear,5,988000,2.78,8.3,3.75,3.0,33000,21.8
511766,2025-10-26 13:55:00,Saadatabad,U00394,C0177,motorcycle,rain,5,618000,1.21,6.4,1.51,4.0,0,13.9
502110,2025-10-26 13:57:00,Saadatabad,U01636,C0059,motorcycle,clear,4,238000,2.79,8.0,2.79,4.0,0,17.8
506608,2025-10-26 14:04:00,Punak,U02559,C0166,motorcycle,clear,4,612000,0.99,6.4,1.01,4.0,0,17.2
509089,2025-10-26 14:09:00,Punak,U02477,C0105,motorcycle,rain,5,584000,2.16,8.2,2.81,5.0,0,16.8
508863,2025-10-26 14:24:00,Vakilabad,U01522,C0079,motorcycle,clear,4,445000,1.3,6.4,2.25,4.0,0,15.5
510174,2025-10-26 14:35:00,Vakilabad,U01466,C0073,motorcycle,rain,5,417000,4.19,10.1,5.6,2.0,0,35.1
511882,2025-10-26 15:55:00,Punak,U01829,C0051,motorcycle,clear,6,1287000,3.24,8.5,3.24,4.0,59000,20.8
508696,2025-10-26 17:38:00,Gohardasht,U02359,C0134,motorcycle,clear,2,191000,3.53,3.7,4.04,3.0,0,23.6
510046,2025-10-26 18:01:00,Vakilabad,U00116,C0078,motorcycle,clear,4,978000,0.34,6.4,0.56,5.0,0,13.3
508988,2025-10-26 18:40:00,Vakilabad,U02559,C0181,motorcycle,clear,2,364000,3.28,4.5,3.56,3.0,0,30.8
502801,2025-10-26 18:57:00,Punak,U00197,C0177,motorcycle,rain,4,291000,4.21,5.4,5.32,4.0,0,29.8
507287,2025-10-26 19:05:00,Gohardasht,U01151,C0146,motorcycle,clear,3,212000,3.16,6.7,4.7,3.0,22000,25.6
508209,2025-10-26 19:14:00,Saadatabad,U00231,C0151,motorcycle,rain,5,720000,2.04,7.6,2.72,4.0,0,20.9
502249,2025-10-26 19:30:00,Punak,U00386,C0037,bicycle,rain,4,555000,4.06,5.9,7.97,3.0,0,34.1
511199,2025-10-26 19:33:00,Gohardasht,U01694,C0108,motorcycle,clear,4,424000,1.68,5.5,1.8,4.0,0,20.6
508409,2025-10-26 19:38:00,Saadatabad,U01963,C0039,motorcycle,clear,5,1190000,2.44,8.8,2.44,5.0,0,15.0
500260,2025-10-26 19:52:00,Saadatabad,U02250,C0147,bicycle,clear,4,1247000,0.92,6.5,1.75,5.0,51000,13.3
510289,2025-10-26 19:58:00,Saadatabad,U02692,C0175,motorcycle,clear,2,282000,0.69,5.2,1.64,4.0,0,19.4
503784,2025-10-26 20:07:00,Punak,U00228,C0061,motorcycle,clear,6,293000,2.01,9.9,2.01,5.0,0,13.9
500669,2025-10-26 20:13:00,Saadatabad,U00969,C0106,motorcycle,clear,4,367000,2.77,6.2,3.47,4.0,0,20.6
506910,2025-10-26 20:17:00,Vakilabad,U00278,C0078,motorcycle,clear,3,360000,1.59,4.8,1.97,4.0,0,18.3
509518,2025-10-26 20:20:00,Vakilabad,U02311,C0159,motorcycle,clear,8,2021000,4.59,10.2,4.59,3.0,0,27.7
506722,2025-10-26 20:27:00,Gohardasht,U01343,C0173,motorcycle,rain,5,596000,2.07,7.0,2.66,4.0,0,27.6
507555,2025-10-26 20:38:00,Saadatabad,U00235,C0134,motorcycle,clear,4,494000,4.99,6.0,4.99,4.0,49000,23.5
507124,2025-10-26 20:42:00,Vakilabad,U00381,C0108,motorcycle,clear,3,311000,3.42,12.6,5.3,2.0,0,30.8
511880,2025-10-26 20:55:00,Saadatabad,U02413,C0032,motorcycle,,2,279000,2.92,5.0,4.36,2.0,0,26.4
507908,2025-10-26 21:13:00,Punak,U02262,C0129,motorcycle,clear,3,415000,2.37,5.2,2.97,3.0,0,26.5
502331,2025-10-26 21:14:00,Punak,U01511,C0024,motorcycle,clear,2,320000,1.19,7.7,1.45,4.0,0,13.2
502415,2025-10-26 21:17:00,Saadatabad,U02363,C0088,motorcycle,clear,2,278000,2.2,6.6,2.26,4.0,0,15.8
511358,2025-10-26 21:49:00,Saadatabad,U01599,C0088,motorcycle,clear,2,295000,0.3,5.6,0.4,5.0,47000,7.5
502955,2025-10-26 21:52:00,Saadatabad,U02006,C0200,motorcycle,clear,3,214000,4.41,4.6,4.41,3.0,0,28.7
503762,2025-10-27 11:33:00,Punak,U02280,C0138,motorcycle,clear,6,521000,0.96,7.4,1.6,4.0,0,16.5
511329,2025-10-27 11:39:00,Gohardasht,U00167,C0067,bicycle,clear,7,588000,3.75,8.4,3.79,2.0,0,30.7
505650,2025-10-27 11:40:00,Gohardasht,U00903,C0051,motorcycle,clear,4,292000,4.74,6.4,9.96,1.0,16000,43.8
502923,2025-10-27 11:53:00,Saadatabad,U00152,C0036,motorcycle,clear,4,595000,1.93,5.4,2.25,4.0,0,19.3
503224,2025-10-27 12:27:00,Saadatabad,U01635,C0135,motorcycle,rain,8,1227000,3.76,9.0,3.88,2.0,0,27.0
506070,2025-10-27 12:34:00,Gohardasht,U01058,C0196,motorcycle,clear,3,181000,1.52,5.1,2.15,5.0,0,14.6
510919,2025-10-27 12:35:00,Vakilabad,U01007,C0083,bicycle,rain,2,518000,2.31,6.5,3.08,2.0,0,26.3
510012,2025-10-27 12:52:00,Vakilabad,U01884,C0172,motorcycle,clear,8,510000,2.68,9.0,2.68,4.0,32000,23.1
510671,2025-10-27 12:59:00,Punak,U00181,C0123,motorcycle,rain,4,612000,1.71,5.5,1.71,4.0,0,15.9
506896,2025-10-27 13:00:00,Vakilabad,U02953,C0106,motorcycle,clear,5,447000,4.16,6.5,6.41,2.0,23000,31.3
509945,2025-10-27 13:15:00,Saadatabad,U02180,C0130,motorcycle,clear,4,1135000,1.11,5.5,2.04,5.0,36000,16.2
507989,2025-10-27 13:18:00,Punak,U02198,C0138,motorcycle,clear,1,136000,2.72,2.9,2.8,5.0,0,14.9
502594,2025-10-27 13:42:00,Saadatabad,U02669,C0039,motorcycle,,5,403000,2.21,7.0,2.21,5.0,0,10.8
504583,2025-10-27 13:45:00,Vakilabad,U01796,C0160,motorcycle,clear,6,722000,1.27,7.8,1.58,5.0,43000,14.9
511180,2025-10-27 13:47:00,Gohardasht,U02006,C0033,bicycle,rain,5,260000,1.94,8.1,1.94,4.0,0,25.2
510716,2025-10-27 13:55:00,Vakilabad,U01642,C0098,motorcycle,,1,193000,2.43,4.0,3.81,3.0,0,25.4
510658,2025-10-27 14:02:00,Gohardasht,U00657,C0172,motorcycle,,6,863000,1.86,7.8,1.97,3.0,100000,21.7
508910,2025-10-27 15:05:00,Saadatabad,U01612,C0051,motorcycle,clear,9,889000,2.42,10.4,3.95,4.0,36000,20.7
500114,2025-10-27 18:07:00,Gohardasht,U02264,C0146,motorcycle,clear,7,295000,1.69,8.9,1.69,4.0,0,16.0
507942,2025-10-27 18:55:00,Vakilabad,U02108,C0091,bicycle,clear,5,538000,2.37,6.7,2.81,4.0,0,22.4
507463,2025-10-27 18:57:00,Gohardasht,U02412,C0066,motorcycle,rain,5,213000,4.56,6.7,4.73,3.0,0,28.4
505316,2025-10-27 19:19:00,Punak,U02927,C0036,motorcycle,rain,3,548000,0.79,5.2,0.91,4.0,0,18.0
511504,2025-10-27 19:33:00,Saadatabad,U02968,C0038,motorcycle,clear,3,255000,2.94,4.6,6.56,3.0,0,33.7
502606,2025-10-27 19:46:00,Saadatabad,U02493,C0093,motorcycle,,5,431000,3.71,6.6,5.8,3.0,0,32.2
510033,2025-10-27 19:57:00,Vakilabad,U00832,C0080,motorcycle,snow,4,292000,1.08,,1.57,4.0,0,16.7
508779,2025-10-27 20:04:00,Vakilabad,U00262,C0056,bicycle,clear,3,570000,2.46,5.0,2.76,3.0,0,21.7
503275,2025-10-27 20:07:00,Gohardasht,U01632,C0023,bicycle,clear,5,511000,3.09,7.6,4.29,2.0,62000,33.8
500988,2025-10-27 20:20:00,Punak,U00330,C0154,motorcycle,clear,5,1035000,5.15,6.3,6.1,3.0,0,26.9
501186,2025-10-27 20:28:00,Saadatabad,U00580,C0160,motorcycle,clear,2,275000,1.61,4.3,2.4,4.0,0,15.7
504962,2025-10-27 20:29:00,Gohardasht,U01813,C0097,motorcycle,rain,4,891000,4.48,8.6,4.71,2.0,0,32.9
508894,2025-10-27 20:37:00,Vakilabad,U00193,C0111,motorcycle,clear,5,377000,5.3,7.3,5.3,3.0,0,35.5
500157,2025-10-27 20:38:00,Vakilabad,U02694,C0073,motorcycle,clear,5,1141000,1.28,6.4,2.04,4.0,20000,24.5
503843,2025-10-27 21:10:00,Saadatabad,U02552,C0065,bicycle,clear,2,622000,3.02,4.4,3.07,4.0,53000,15.5
503157,2025-10-27 21:16:00,Punak,U01687,C0125,motorcycle,clear,5,808000,3.68,7.1,5.65,2.0,0,36.0
507631,2025-10-27 21:18:00,Saadatabad,U01346,C0053,motorcycle,clear,2,199000,4.12,4.1,4.37,3.0,0,26.2
504982,2025-10-27 21:21:00,Punak,U02053,C0112,bicycle,clear,7,1365000,4.44,8.4,4.44,3.0,0,33.8
505669,2025-10-27 21:27:00,Saadatabad,U00642,C0045,motorcycle,clear,4,587000,2.11,7.5,2.29,5.0,0,17.0
509145,2025-10-27 21:38:00,Vakilabad,U02322,C0175,motorcycle,clear,6,400000,1.56,7.1,2.29,4.0,0,24.3
510926,2025-10-27 22:05:00,Gohardasht,U02200,C0074,motorcycle,,4,387000,0.75,8.2,1.28,4.0,0,19.8
508127,2025-10-27 23:30:00,Saadatabad,U01421,C0171,motorcycle,clear,1,126000,2.25,4.1,2.25,3.0,0,18.0
506196,2025-10-28 10:35:00,Punak,U01830,C0098,motorcycle,clear,1,384000,1.46,3.3,1.67,4.0,0,17.7
511695,2025-10-28 11:24:00,Saadatabad,U01011,C0031,motorcycle,clear,6,847000,1.14,8.3,1.38,4.0,0,8.4
507746,2025-10-28 11:40:00,Gohardasht,U00557,C0135,motorcycle,clear,2,124000,3.64,5.1,6.78,2.0,27000,38.5
510192,2025-10-28 11:50:00,Gohardasht,U00935,C0031,motorcycle,clear,2,196000,2.87,4.1,2.87,4.0,47000,17.9
501043,2025-10-28 11:58:00,Saadatabad,U00944,C0048,motorcycle,rain,8,1834000,0.93,11.5,1.65,3.0,0,18.7
500677,2025-10-28 12:03:00,Saadatabad,U02163,C0146,motorcycle,clear,2,320000,2.86,5.4,3.38,4.0,31000,15.8
503924,2025-10-28 12:05:00,Punak,U00617,C0111,motorcycle,,2,135000,1.51,4.8,2.34,4.0,0,20.5
501097,2025-10-28 12:09:00,Saadatabad,U00794,C0172,motorcycle,clear,3,304000,0.3,,0.42,4.0,41000,11.5
501596,2025-10-28 12:17:00,Punak,U00130,C0094,motorcycle,clear,5,430000,1.02,,1.35,5.0,0,15.6
500903,2025-10-28 12:19:00,Saadatabad,U01230,C0104,motorcycle,clear,4,1229000,2.3,5.8,2.96,4.0,0,21.3
508740,2025-10-28 12:43:00,Saadatabad,U00618,C0185,motorcycle,clear,5,1184000,3.56,6.4,6.14,4.0,42000,28.3
507352,2025-10-28 12:52:00,Saadatabad,U00467,C0077,motorcycle,rain,4,689000,1.56,9.7,2.82,3.0,0,23.8
502683,2025-10-28 12:56:00,Saadatabad,U01835,C0008,bicycle,clear,3,326000,2.23,6.1,2.47,3.0,36000,17.3
503621,2025-10-28 12:58:00,Punak,U02062,C0002,motorcycle,clear,5,891000,2.83,6.5,2.88,4.0,0,11.9
504435,2025-10-28 13:23:00,Vakilabad,U00569,C0111,motorcycle,clear,2,154000,3.13,4.8,4.11,3.0,0,27.0
506620,2025-10-28 14:29:00,Punak,U01819,C0117,motorcycle,clear,5,411000,1.49,9.6,2.73,5.0,18000,10.6
503931,2025-10-28 14:32:00,Gohardasht,U02831,C0118,motorcycle,clear,10,923000,3.71,10.7,4.33,2.0,34000,35.6
510962,2025-10-28 14:46:00,Vakilabad,U01734,C0096,motorcycle,rain,7,736000,0.7,8.4,0.71,5.0,29000,8.2
503728,2025-10-28 17:50:00,Vakilabad,U02771,C0074,motorcycle,rain,3,118000,1.67,6.1,3.21,3.0,0,20.4
511572,2025-10-28 18:38:00,Saadatabad,U02827,C0037,bicycle,rain,4,546000,1.64,5.6,2.41,5.0,0,15.7
504304,2025-10-28 18:59:00,Saadatabad,U02920,C0073,motorcycle,clear,4,1117000,3.14,6.5,3.73,3.0,41000,26.0
501845,2025-10-28 19:18:00,Vakilabad,U00068,C0036,motorcycle,clear,5,281000,6.26,8.4,6.67,2.0,0,36.3
506356,2025-10-28 19:41:00,Punak,U01585,C0196,motorcycle,clear,4,549000,0.3,5.8,0.37,5.0,0,8.2
506062,2025-10-28 19:43:00,Saadatabad,U02648,C0181,motorcycle,rain,5,1113000,1.74,7.1,1.74,3.0,0,21.7
500756,2025-10-28 19:47:00,Saadatabad,U01740,C0123,motorcycle,clear,2,203000,3.51,4.2,7.14,3.0,0,34.8
503702,2025-10-28 19:54:00,Gohardasht,U02657,C0080,motorcycle,clear,4,419000,0.32,8.0,0.32,3.0,51000,24.2
506874,2025-10-28 19:56:00,Punak,U01544,C0023,bicycle,rain,3,431000,0.61,6.0,1.23,4.0,12000,20.4
501496,2025-10-28 20:05:00,Vakilabad,U02806,C0050,motorcycle,clear,3,632000,0.51,5.9,0.71,4.0,0,17.7
507367,2025-10-28 20:05:00,Vakilabad,U01790,C0101,motorcycle,clear,3,603000,1.5,4.6,2.06,4.0,25000,17.4
505459,2025-10-28 20:19:00,Gohardasht,U01980,C0011,motorcycle,clear,6,1444000,2.51,8.9,2.51,4.0,0,23.3
510672,2025-10-28 20:25:00,Saadatabad,U01500,C0017,motorcycle,clear,3,567000,1.61,5.4,2.82,3.0,0,19.8
510998,2025-10-28 20:26:00,Punak,U02101,C0125,motorcycle,clear,4,563000,2.22,7.7,4.41,3.0,0,32.6
506237,2025-10-28 20:29:00,Punak,U00913,C0024,motorcycle,clear,4,459000,3.99,6.5,4.35,3.0,70000,24.8
506559,2025-10-28 20:30:00,Punak,U00986,C0013,bicycle,clear,5,416000,0.89,7.5,0.89,4.0,0,15.2
503699,2025-10-28 20:44:00,Gohardasht,U00525,C0051,motorcycle,rain,3,285000,3.74,,7.63,3.0,0,40.6
510980,2025-10-28 20:54:00,Saadatabad,U00038,C0049,motorcycle,clear,7,557000,1.44,8.0,1.63,5.0,43000,15.6
505840,2025-10-28 21:11:00,Gohardasht,U02736,C0158,bicycle,clear,2,190000,2.09,5.1,3.12,4.0,0,25.0
501395,2025-10-28 21:45:00,Saadatabad,U02240,C0042,motorcycle,clear,6,611000,2.07,7.1,3.64,3.0,17000,33.3
506789,2025-10-28 21:48:00,Vakilabad,U01345,C0013,bicycle,rain,3,293000,1.75,6.2,2.78,4.0,30000,28.1
501205,2025-10-28 21:51:00,Punak,U01521,C0033,bicycle,clear,6,776000,3.07,8.0,3.1,4.0,63000,27.0
507813,2025-10-28 21:59:00,Saadatabad,U02068,C0159,motorcycle,rain,2,679000,1.77,4.5,4.45,3.0,42000,24.1
500683,2025-10-28 22:43:00,Saadatabad,U01186,C0135,motorcycle,,6,876000,3.81,7.8,4.84,2.0,0,31.8
503363,2025-10-28 23:30:00,Vakilabad,U01529,C0037,bicycle,clear,4,877000,1.71,7.3,1.8,4.0,0,14.4
502992,2025-10-29 12:13:00,Punak,U02103,C0009,bicycle,clear,6,1817000,0.87,7.5,0.87,4.0,0,11.1
510800,2025-10-29 12:54:00,Saadatabad,U00380,C0196,motorcycle,clear,3,570000,2.61,7.1,4.42,4.0,0,18.9
510585,2025-10-29 12:56:00,Punak,U00965,C0012,motorcycle,clear,2,314000,3.39,5.5,3.39,4.0,0,22.4
511711,2025-10-29 12:59:00,Vakilabad,U01872,C0039,motorcycle,clear,5,285000,2.29,7.2,4.78,4.0,0,22.3
509218,2025-10-29 13:14:00,Punak,U00621,C0173,motorcycle,clear,4,428000,2.9,5.4,5.21,3.0,0,29.2
510161,2025-10-29 13:37:00,Gohardasht,U02148,C0039,motorcycle,clear,3,222000,0.43,4.9,0.77,5.0,0,11.2
504734,2025-10-29 13:40:00,Vakilabad,U01151,C0079,motorcycle,rain,2,235000,1.17,5.6,1.4,4.0,0,15.0
508299,2025-10-29 13:50:00,Saadatabad,U01747,C0146,motorcycle,clear,4,682000,2.85,6.8,3.85,4.0,18000,15.5
509971,2025-10-29 14:09:00,Saadatabad,U01111,C0107,motorcycle,clear,3,405000,0.74,6.0,0.79,5.0,0,16.1
511914,2025-10-29 14:24:00,Punak,U00399,C0024,motorcycle,clear,3,335000,2.53,5.0,2.53,4.0,35000,17.9
505120,2025-10-29 14:39:00,Punak,U01773,C0106,motorcycle,clear,4,369000,3.78,6.2,4.29,2.0,0,24.3
502841,2025-10-29 15:16:00,Vakilabad,U02167,C0117,motorcycle,clear,3,511000,2.61,4.9,3.42,4.0,0,12.7
501594,2025-10-29 18:37:00,Vakilabad,U02249,C0030,motorcycle,clear,2,294000,0.97,5.4,1.79,4.0,0,19.6
500361,2025-10-29 18:38:00,Saadatabad,U02357,C0080,motorcycle,clear,4,693000,1.63,5.9,2.28,5.0,23000,11.5
506725,2025-10-29 18:55:00,Saadatabad,U02738,C0103,bicycle,clear,2,208000,1.32,4.1,2.1,4.0,0,21.0
500136,2025-10-29 18:56:00,Saadatabad,U01914,C0016,motorcycle,clear,7,1841000,4.22,9.6,8.17,2.0,0,35.7
500320,2025-10-29 19:09:00,Gohardasht,U02242,C0111,motorcycle,clear,7,620000,3.07,8.5,7.55,1.0,0,44.7
504705,2025-10-29 19:09:00,Saadatabad,U01434,C0166,motorcycle,clear,5,1088000,1.84,6.3,5.51,3.0,0,32.8
511953,2025-10-29 19:12:00,Saadatabad,U01521,C0039,motorcycle,clear,3,414000,3.78,5.5,4.4,4.0,0,23.9
502791,2025-10-29 19:18:00,Saadatabad,U02519,C0011,motorcycle,clear,1,79000,2.6,5.1,3.95,4.0,0,21.7
509743,2025-10-29 19:28:00,Gohardasht,U00081,C0160,motorcycle,clear,5,522000,3.77,6.3,3.77,4.0,51000,28.0
501254,2025-10-29 19:29:00,Punak,U02623,C0051,motorcycle,snow,3,703000,1.71,5.4,1.75,4.0,0,20.9
502904,2025-10-29 19:30:00,Punak,U01093,C0103,bicycle,,5,691000,4.8,7.0,9.47,1.0,0,44.7
511118,2025-10-29 19:33:00,Saadatabad,U02422,C0173,motorcycle,clear,5,290000,2.33,6.4,3.07,4.0,0,22.3
511900,2025-10-29 19:51:00,Gohardasht,U01042,C0045,motorcycle,clear,5,405000,3.39,8.1,4.65,3.0,0,29.0
505754,2025-10-29 19:55:00,Vakilabad,U00801,C0129,motorcycle,clear,6,440000,3.68,7.5,3.68,3.0,0,31.3
506521,2025-10-29 19:56:00,Punak,U02085,C0061,motorcycle,clear,1,55000,2.54,4.5,2.54,4.0,24000,14.1
504147,2025-10-29 20:05:00,Vakilabad,U02437,C0110,bicycle,clear,2,135000,1.52,8.3,2.18,3.0,12000,29.4
510722,2025-10-29 20:05:00,Punak,U00132,C0031,motorcycle,clear,4,428000,3.13,6.0,6.4,3.0,0,30.8
501451,2025-10-29 20:07:00,Gohardasht,U01141,C0181,motorcycle,clear,3,250000,0.3,4.7,0.34,5.0,0,16.8
507957,2025-10-29 20:12:00,Vakilabad,U00122,C0182,motorcycle,clear,6,432000,1.41,7.5,1.41,3.0,21000,23.5
